,x,y
452,crossing at le conte and westwood bike was flowing into pedestrian crossway from street riding on street like a vehicle then switching to crossway like pedestrian as i was finishing my cross the bike went back into what would be the street to ride north and cut in front of me,3.0
453,cyclist sped through crosswalk making no effort to stop with no lights on then sped right through red traffic lights at young drive and westholme,0.0
454,the cyclist was on the sidewalk to avoid vehicular traffic,1.0
455,ongoing problem with skateboarders in pedestrian walkway of ps8 dismount zone,1.0
456,i was crossing gayley from weyburn and a car turned left right in front of me the driver did not see i was crossing the street the car came close enough for me to hit the car to alert the driver driver did not stop,3.0
457,same as accident number one crossing anywhere near gayley and wilshire is very dangerous,3.0
458,cyclist sped right through cross walk without bothering to stop and with no lights on,0.0
459,the car did not actually make contact but came very close to hitting me as i was crossing the sidewalk because they were not looking for pedestrians and was just paying attention to other vehicles,3.0
460,ongoing problem with skateboarders in pedestrian walkway of ps8 dismount zone,0.0
461,i was traveling in the de neve parking structure when a motorscooterist decided he was too lazy to take a full turn and instead decided to cut the corner where i was,0.0
462,stepped on to cross walk and almost got flattened by high speed unlit cyclist,0.0
463,there is a parking structure that cars come out of very quickly and do not stop for pedestrians,1.0
464,ongoing problem with skateboarders in pedestrian walkway of ps8 dismount zone,1.0
465,there is not a good way out of the parking garage especially with all of the careless construction workers i was walking towards bradley intl hall when a car rounded the corner going too fast,0.0
466,turning left onto veteran off weyburn bicyclist turned into my lane there was no bike lane for him to ride in he hit my passenger side mirror,2.0
467,i was beginning to turn right at westwood young drive south and pedestrian was texting and ignored no walk signal and walked into intersection without looking she bumped into my car,3.0
468,i was driving n on hilgard on the inner lane passing a slow moving bus a cyclist tried to pass the bus did not have enough room and ran into the side rear quarter of my car,2.0
469,cyclest was on my blind spot he was on the riding the bike on the sidewalk and decided to go in to the street as i was trying to park,2.0
470,discarding trash the loading dock when the person walked in front of vehicle,0.0
471,to much traffic and lane change caused accident,2.0
472,i was stopped at a stop sign and the pedestrian walked into the back of my car she was texting on her phone and just walked into the street and right into my car,3.0
473,a pedestrian was distracted and using a cell phone and was trying to cross the street outside of a cross walk stepped in front of my vehicle this contact was minor as it occurred as i was trying to make a right hand turn and was starting from a stopped position,3.0
474,was going northbound hilgard on a motorcycle on the intersection with le conte had to brake suddenly as a result front brakes locked and the bike fell on the ground no one else was involved,3.0
475,another staff member backed into my car with hers in parking lot 1,0.0
476,i was exiting structure 9 along cyd when a cyclist was traveling up hill eastbound on cyd on the sidewalk on north side of the street i looked to the left for oncoming traffic when i began to roll into the cross walk the cyclist had to slam on his break and swerve to avoid hitting my car,3.0
477,westwood bvld is dangerously narrow between pico and santa monica for bike riders especially morning hours where two lanes are open,2.0
478,intersection of westwood and stratford traveling west through intersection cyclist made left turn from right lane without looking for traffic barely made contact no one hurt,3.0
479,i was driving by murphy hall and made a right the bicyclist ran into me,3.0
480,i was looking to my left to see oncoming traffic before making a right turn onto ohio lifted my foot from the brake briefly was not aware that there was a woman with a stroller right in front of me in crosswalk tapped stroller which slowly fell over,3.0
481,exiting vehicle and cyclist attempted to swing around my open door but did not have enough room between the door and the curb,0.0
482,entering parking structure 9 cycylist rode across driveway as i was entering from ww blvd,0.0
483,going southbound on veteran ave to turn westbound onto wilshire pedestrian is walking southbound on veteran had lack of attention did notice pedestrian i make the turn just as pedestrian is about to cross pedestrian stops in time just to run into my car blocking his path,3.0
484,my mother was driving and was trying to park and a bike was on her side and we hit him she did not see it at the time we were on westwood a couple blocks past wilshire,2.0
485,i was coming out of the bike compound not even up on my bike seat yet when a couple of young kids came speeding down the footbridge ramp from around the blind curve one ran into me while i was up against the pillar and then rode off laughing,0.0
486,coming off the guy west bridge on the pathway to get to university ave bike slipped out from unter me,4.0
487,tried to turn right into me on my bike after we both came to a complete stop at the stopsign,2.0
488,a van driver pulled out suddenly from a side street in front of me and i lost control of the bike sorry i realize this is just outside the red area on your map,3.0
489,i was traveling down centennial drive when the car in front of me braked suddenly i applied my bike brakes but was unable to stop in time and faced with hitting the car or ditching my bike i opted for the latter,2.0
490,i was biking heading south on gayley on the street and for some reason fell off my bike,2.0
491,while was riding home another cyclist apparently under the influence heading east downhill plowed through stop sign at high speed and slammed into my bike i had slowed but not stopped at the four way stop but could not avoid the collision because of,3.0
492,doored by driver opening door into bike lane without looking just as i was passing her parked car,0.0
493,leaving wurster hall around 10 45 11pm riding towards the campanile and i was coming down the hill and was not able to see the seperation between the sidewalk and grass and my front wheel clipped the edge of the sidewalk and grass causing me to propel off,1.0
494,i was riding past kerr campus between parked cars and stop and go traffic when an suv with one of those stupid cow catcher headlight grills cut in front of me without looking caught my handlebar on the grill and knocked me down broken handlebar and,2.0
495,i was riding through the roundabout along gayley road at channing when a pick up truck came up channing way ignored the yield sign side swiped me with his rear fender and knocked me down i was probably going about 20 mph before he hit me so it took m,3.0
496,walking across sproul plaza looking around and a biker hit me from my blind spot he was travelling backwards possibly trying light stunts so he did not see me,0.0
497,driver in front of me indicated that he was turning right took a very long time to make the turn and i realized too late that he was staying still potentially waiting for me to pass him on the right had to brake suddenly and fell,2.0
498,crossing sidewalk to cross street tire slid out from under me on a metal grate across the sidewalk,1.0
499,car sideswiped me on my bike i flew over the bike and hurt my jaw hospital visit too out of it to call police,0.0
500,car door hit my leg while i was on a bike,0.0
501,i was headed south from the parking lot between tang ctr and 2200 bancroft too much fast traffic on fulton to take that route and durant one way the wrong way so i rode my bike down the sidewalk on the north side of durant to get to the light to cross a,1.0
502,i was riding my bike south on oxford intending to make the left turn onto the crescent while crossing from the bike lane to the left turn lane my handlebar grazed the back of the car in front of me i was moving perpendicular to the lane since traffic,2.0
503,i was biking home from cory hall and lost control of my bike and fell down and hurt my head pretty badly that i had to drop the fall semester this was in front of the food court on heart avenue,2.0
504,driver opened car door into my leg while i was biking past but i swerved so the door barely hit me,2.0
505,i was biking downhill the other biker uphill he went to my right when he should have gone the other way so we could pass each other but instead we collided,4.0
506,i was riding west on channing across fulton oncoming car going south in the left lane on fulton either did not stop at stop sign or did not see me already in the intersection and went on through hitting my rear wheel before i could get out of the way,3.0
507,walking on grinnell pathway cyclist riding too fast weaving in and out of pedestrian is hit me,0.0
508,a car came quickly toward the intersection to make a right turn on red as i stepped from the sidewalk into the crosswalk while the car quickly applied the brakes i had to push myself away from the car with my hand,3.0
509,a bicyclist was following at a high speed and changing lanes quickly when i braked for a pedestrian in a crosswalk the cyclist collided with the rear of my car denting the trunk,2.0
510,biking down bancroft taking merge lane onto oxford bike lane north car came up behind me honking impatiently as i occupied the lane then car brushed against me as it passed,2.0
511,commuting to work chain slipped on bike fell off bike and scraped elbow got up dusted myself off fixed chain got back on bike went to work,4.0
512,i was crossing the pedestrian bike path behind barrows while looking down at my phone suddenly i noticed a biker screeching to a halt in front of me the tire of the bike grazed my leg but no other damage was done i apologized to the biker,4.0
513,i was biking through sather gate and caught an edge on some uneven brickwork under south gate and fell to the ground no one was close to me i somehow twisted my thumb and received treatment a brace physical therapy,1.0
514,i was turning onto the bike path and slid out on slippery leaves on the off camber turn i also remember i was probably going too fast no pedestrians were in the vicinity i have since become a better bike handler and judge of road bike path conditions,4.0
515,moving off campus on bicycle during light rain the cement was wet and very slippery as i turned a corner a tour group of some children was moving through to avoid them i had to turn hard the tires of the bicycle slipped and i skidded on the pavement,4.0
516,walking to vlsb cyclist came up from behind tried to avoid me lost control of bicycle skidded on sand dirt pathway fell off his bike and got several bleeding scrapes i went up and asked him if he was okay and if i needed to call 911 but he said he,4.0
517,on path by eucalyptus grove walking from front of lsa to back of lsa several cyclists on path one coming towards me would not go around me or yield and came to stop immediately in front of me just barely bumping front wheel to my shin no harm did not,4.0
518,i was biking on the road and a pothole combined with braking caused my bike to fall over,2.0
519,i was walking down to bart from doe library and a cyclist brushed me causing me to fall but he was not pushed off his bike it was just before 6 there were other people around too cyclists simply do not realize how dangerous fast riding especially dow,4.0
520,i was walking up towards euclid and this cyclist came barrelling down the hill and struck me scaring me to death he was going very fast but managed not to fall himself,0.0
521,occurred at a crowded area with poles in the path to block cars they could not stop and ran into me i stumbled backwards but was fine,4.0
522,biker ran into me while i was walking on a sidewalk,1.0
523,if i remember correctly i was biking and a pedestrian suddenly moved and i lightly tapped her with my bike i was not going fast no one was hurt and i apologized and we went our separate ways,4.0
524,i was biking southbound along oxford and a van made a left turn onto allston right in front of me i did not have time to stop and i cruised into the side of the van i was able to slow down enough so that i was able to safely stop myself on the van with m,3.0
525,van passed me in excessive speed slammed on the brakes and took a right turn in front of me as i was attempting to go straight in an intersection hearst and shattuck,3.0
526,car passed me in excessive speed slammed on the brakes and took a right turn in front of me as i was attempting to go straight in an intersection hearst and shattuck yes both accidents were the same situation at the same intersection,3.0
527,i was on the sidewalk below pimentel hall the bicycle came downhill on the sidewalk behind me and was not looking it hit me on one side,1.0
528,skateboarder riding skateboard down the concrete stairs to the east of sutardja dai hall this scattered the people using the stairs causing jostlings fortunately this person did not collide with anyone as a 78 year old i found this extremely uncomfo,0.0
529,i was grazed by a bicycle passing me from behind this was very unsettling for a 75 year old,4.0
530,started biking on hearst across oxford vehicle turning right was not paying attention and stopped just a little late,3.0
531,my bike veered onto the dirt when entering the downhill path which crosses over the river just southeast of the campanile the drop from the pavement to the dirt caused my bike to skid over,1.0
532,there were leaves and my bike slipped when i tried to move in order to avoid pedestrians,4.0
533,there is a wooden bridge on the road just south of moffitt library while traveling south descending the hill with too much speed i saw an approaching car and applied too much rear brake over that bridge causing the rear to slide out and a fall ther,2.0
534,bicyclist swerved to avoid a car which was turning right onto shattuck and did not see him bicyclist actually hit me as i was walking in crosswalk bicyclist apologized car driver drove away,3.0
535,a bike rider hit me while i was in a crosswalk at dana bancroft he did not stop,3.0
536,swerved to avoid girl texting on phone ran into curb and crashed bike,3.0
537,i was biking up the driveway that runs between campbell and evans toward pimentel an older woman in cycling gear was coming down that same steep road from stanley hall area piedmont street she was coming quite fast and i did not have much visibility of h,3.0
538,two students in a golf card hit me from behind on the sidewalk when i was walking to my car,1.0
539,cyclist clipped me while i was out delivering paperwork walking through sproul plaza,1.0
540,i was walking on the multi use path between memorial glade and the doe library there were several other pedestrians on the path a cyclist was traveling the opposite direction due to inattention and other pedestrians obstructing my vision i did not not,4.0
541,vespa narrowly avoided hitting me in crosswalk as it zoomed through without stopping or slowing,3.0
542,middle of upper sproul next to golden bear cafe a biker ran into me as i was walking he was doing some tricks on his bike and riding really fast and recklessly,0.0
543,i rode my bike to class in the morning and ran into a homeless man who was riding another bike i was so surprised he was in front of me but riding so slow that i sped up and prepared to pass him but when i was really close he suddenly turned on his,2.0
544,going through a roundabout other cyclist did not stop and we almost collided im a skilled cyclist so i managed to dodge very quickly the other person freaked out and lost control,2.0
545,crossing the road vehicle went by i was already moving and my brake fell off do not think it was anyone is fault really,2.0
546,fell off bike while riding to campus from berkeley lab had fractued wrist,2.0
547,i was walking home and the car bumped into me,1.0
548,me jaywalking across hearst not seeing very fast moving downhill cyclist,2.0
549,riding down bancroft towards bowditch and turned left onto bowditch as i was riding through the bowditch crossing a pedestrian suddenly turned onto the street without looking i slammed on my brakes and was able to stop in enough time to barely hit the,3.0
550,i was riding on campus and while entering the spiral ramp leading to guy west bridge a woman and i bumped into to each other she was coming down the ramp on foot and our resepctive views were obstructed she was also looking at the ground,4.0
551,as above,4.0
552,skateboarder came down hill behind pedestrians veered clipped some people ran off into grass and stopped,4.0
553,cyclist rode up behind weaving between pedestrians and clipped me on the way it was on the foot path along strawberry creek just past the cross bath that goes over to lsb,1.0
554,skateboarder came through lost control and skateboard went out and hit couple of people,4.0
555,bicyclist came down hill from south hall direction turned around wheeler to head north and weaved in between people cyclist brushed pedestrians and then fell when turning bike to stop,4.0
556,i was walking home crossing south on the west side of channing on dana the car was accelerating from a stop sign driving westbound on channing way i remember walking parallel to a vehicle that was also crossing southbound dana the vehicle i was wal,3.0
557,walking from clark kerr to the island separating warring and piedmont there is a crosswalk but no stop sign and the driver did not see me crossing until they were too close and had to slam on their breaks they missed me by about an inch,3.0
558,i was on the pedestrian walkway between placer and alpine i think halls and was struck from behind by a bicyclist,1.0
559,incas walking by the faculty club and a bike hit me in my ankle i was nger the student ser sorry and start walking instad of riding,4.0
560,i was crossing bancroft and dana i was on the phone and i was no pay atention to the car until i suddently i hear a strong car break,3.0
561,i was walking in front of the valley life science buildinig and a student riding a bike just pass next to me really fast almost hit me very hard he continious his way never stop even the speed,4.0
562,while turning left from telegraph onto durant in the outmost right lane my front tire road bike hit the edge of the metal plate mentioned above at an angle and the slick metal edge made the tire slip and i lost control of the bike and i think spun sid,2.0
563,i was already in the pedestrian crosswalk when a fast moving bicycle ran into me,3.0
564,pedestrian was walking in the street not in a crosswalk the pedestrian walked in front of me and forced me to turn to avoid hitting them there were wet metal plates in the road because of construction and rain and the sharp turn caused me to slip on the,2.0
565,brushed against a pedestrian that was walking in the middle of the street going in the same direction as me so they could not see me there were many pedestrians in the street,2.0
566,a skateboarder was using the sidewalk improperly and hit me,1.0
567,i was walking back from class and the cyclist was going downhill way too fast i did not see him until he hit me with his bag which was on one shoulder,1.0
568,a cyclist was going too fast and then proceeded to yell at me after i legally crossed,3.0
569,riding downhill on a walking biking path towards evans but then took the turn too quickly crossing strawberry creek and fell over,4.0
570,i was on my bike on san pablo went to turn right to go to parker st i looked over my shoulder but not well car hit me asked if i was ok then drove,2.0
571,a skateboarder ran into me as i was slowly riding my bike there were so many pedestrians that neither one of us could change course the only path from north gate to hearst mining circle is very crowded and hard to bike on,1.0
572,the car stopped at the stop sign as i was crossing the street walking up channing crossing fulton but the young woman driving was too busy chatting with her friend in the passenger seat to look up before she hit the gas pedal the bumper hit my knee,3.0
573,i was inattentive and walked into the road it was dusk so i did not see a cyclist coming towards me the cyclist nearly hit me but stopped his bike just in time,2.0
574,i was walking to a meeting approaching sather gate from lower sproul around lunch time a bicyclist came zooming down in the opposite direction into a crowd of students and myself walking upstream he braked but could not stop fast enough he clipped me,4.0
575,the slope of the edge of the driveway was too uneven so when i tried to get on the sidewalk from the bike lane my wheel bumped it twisted and threw me off,1.0
576,i was in bike lane southbound on oxford car two cars ahead was turning right onto center and stopped quickly in the halfway in the bike lane half in vehicle lane caused the car behind it and immediately in front of me to slam on breaks caused me to m,2.0
577,pedestrian on sidewalk on shattuck lost hat in the wind it blew into the street was an elderly man not very mobile but he scurried out into the street i was on my bike waiting for the light to change going north on shattuck i was afraid he would get,2.0
578,crossing the road behind the well to go to elvas st the car did not see me crossing the road becuase of lack of light also the driver ignore the pedestrias crossing sign,3.0
579,i was going to class,1.0
580,i was headed home there was a large bump on the sidewalk and the front wheel of my scooter got caught and i flew over the scooter,1.0
581,my wheel melted when i was going downhill and using the footbrake,0.0
582,i was crossing bowditch and the approaching car tried to roll through the stop sign to turn onto bancroft the driver was inattentive and was only looking in one direction to look for oncoming traffic and did not see me she avoided hitting me and apolo,3.0
583,hearst and spruce,3.0
584,biking up to dwinelle from downtown the other vehicle was driven by the dissertation advisor of a close friend just a little scrape no biggie,2.0
585,i was walking on the bridge closest to life and science building and a cyclist was trying to go between students walking in both directions in doing so he hit me because he overcorrected in trying not to hit the other student walking in the opposite dire,0.0
586,i was bicycling past a large parked delivery truck and there really was not enough room my bicycle pedal hit the side of the truck and i fell off of my bike but was unhurt just embarrassed it was on the narrow roadway next to koshland hall where ther,1.0
587,both of the cyclists were headed toward the same restricted passage between bollards blocking automobile traffic from the intersection minor damage to bikes,3.0
588,i fell off my bike because i lost my balance,3.0
589,car was turning right from circle and stopped i did not expect them to stop so suddenly and didn t have time to react as i tried to go around them had to brace my hand against the trunk of the car to prevent myself from hitting the car they got out and,2.0
590,walking to class cyclist ran into me and fell on top of me,1.0
591,i was traveling from haas pavilion to th flagstone paved diagonal walkway by bicycle it was dark out i missed the ramp and hit the square curb dead on i flew over the front of my handlebars better lighting would have helped me avoid the ramp althoug,1.0
592,walking west on the road that connects north gate to the library of social welfare cyclist approached from behind at a high rate of speed and clipped my arm with his handlebar,4.0
593,i was crossing the street and the two cars closes to me did stop however the car in the third lane did not stop and i brushed with it as i was crossing the street and the car came to a very very sudden stop,3.0
594,there were lots of people and in an effort to avoid everyone i hit a rut in the path and had to jump off my bike,4.0
595,he opened his car door without looking and i could not stop in time i got thrown off my bike by his car door onto my back,2.0
596,hit by biker we both fell down,1.0
597,i was backing out of my driveway and tapped a person was going about 2 mph,1.0
598,i stopped at an intersection and tried to balance myself but just fell over,3.0
599,heading from gianinni to wurster going across harmon way in front of vlsb this is a common area for pedestrian congested pathways and i have seen other cyclists run into problems as well,4.0
600,i was riding my bike from giannini to wurster and just after crossing strawberry creek by faculty glade pedestrians were taking most of the path to the left and a skateboarder coming from the opposite direction was attempting to go around them and couldn,4.0
601,i was biking home late at night there was a pothole in the bike path that was not illuminated at the time the pothole was near moffit library and vlsb i emerged from around a bend and i rode right over the pothole and lost control of my bicycle and i,4.0
602,i was biking southward down the steep path indicated toward faculty glade and i saw many students in the path ahead i wanted to go down but i since the path was steep down the bridge i knew i could not stop in time so i instead turned onto the soil at,1.0
603,this actually happened twice to me basically i was crossing piedmont avenue at bancroft a car would be stopped at the stop sign i would be crossing and then s he would begin acceleration and slightly move forward and hit me fortunately in both cases,3.0
604,this actually happened twice to me basically i was crossing piedmont avenue at bancroft a car would be stopped at the stop sign i would be crossing and then s he would begin acceleration and slightly move forward and hit me fortunately in both cases,3.0
605,i was biking home from class on the street and my front tire fell off my bicycle causing me to flip over the handlebars and land on the concrete,2.0
606,cyclist riding in a no ride zone through sproul plaza going fast on a rainy day said his brekes were bad,0.0
607,cyclist ran red light on college ave at high speed i was crossing on haste st and swerved i hit his back tire,3.0
608,i was heading to class on campanile way towards the bell tower i was at the end of campanile way about to cross south hall road there was a lot of people walking around and i saw the cyclist going along south hall road so i decided to stop to let him go,4.0
609,walking to school i had right of way driver did not pay attention driver had a dog in her lap,3.0
610,cyclist just ran into me at slow speed,0.0
611,not serious heavy congestion on piedmont bike lane obstructed by shuttle bus at stop i was going to go around it but forced to stop short due to a large vehicle truck coming up from behind stopped in contact with shuttle bus hardly would describe as,2.0
612,this was not necessarily an accident per se but rather the car was speeding through a yield intersection and almost hit me i hit the car with my hand to propel me out of the way fortunately i was not hurt,3.0
613,a cyclist bumped into me from behind as i was walking on the sidewalk at the intersection on college and bancroft on the campus side i was going into kroeber hall,1.0
614,trying to cross at crosswalk vehicle appeared to stop for me so i began to cross but then the car started again and i had to stop suddenly falling off my bike,3.0
615,i was walking back to bowles and this cyclist hit me spot on he flipped off his bike but i was okay,4.0
616,i was crossing the street at a major crosswalk eastbound on bancroft from subway sandwiches to american apparel a student on a skateboard did not stop and wanted to cruise straight across to sproul hall slowed a little and still crashed into me,3.0
617,biking towards parking structure on my way to a final the road was wet it was raining and the wheels skidded and i crashed into the bike parking structure,1.0
618,i was walking out of a class from latimer building and walking towards home 4 00 pm after passing the moffit library i was just walking with several people surrounding me and a bike hit me run over me and then left the person that hit me do not even s,1.0
619,near wurster i was going home,4.0
620,riding down a steep hill towards upper sproul from the wurster morrison area on the bike pedestrian path pedestrian began running into the path of my bike just as i approached leaving me almost no time to react he was not paying attention i guess,4.0
621,slippery road caused me to hit curb and fall,4.0
622,someone opened their car door while i was riding by on my bicycle causing me to fall,2.0
623,crossing the street in front of another car and the car beside the one i was crossing did not see me crossing at all the vehicle is front bumper barely touched my leg,3.0
624,cyclist rode through a red light when pedestrians were already walking in the crosswalk,3.0
625,i was approaching a stop sign either on ellsworth or dana whichever has the stop on my bike going west on channing i was in the bike lane another cyclist had stopped at the stop sign for a very long time there was a car to the cyclists left but,2.0
626,one of the main problems with being a cyclist around pedestrians is when pedestrians stop moving because they see you coming then you have no idea when or in what direction they will choose to start to walk again i was riding my bike in the street a,3.0
627,i as crssond the road in an intersection and i hit a concrete lines separator i felt badly since i was riding my bike too fast,3.0
628,crashed my bike and wrenched my thumb and had a major contusion on leg,1.0
629,car followed the one ahead of it through a 4 way stop when i hd right of way,3.0
630,westbound on center i stopped for a red light at shattuck car behind me did not stop soon enough and made minor contact with my rear wheel profuese apology offered accepted,3.0
631,walking across campus,4.0
632,while i was walking west on the north side of the street at durant and telegraph a bike rider was on the side walk going south on telegraph we both came around the corner at the same time so the biker braked quickly grazed me flipped over the handle,1.0
633,crossing the intersection cyclist failed to yield to stop sign and clipped me the cyclist fell over everyone was fine,3.0
634,i heard a cyclist say watch out and i turned my head to see the cyclist on the left side and as i moved to the right he also moved to the right to avoid hitting me and others his bike handle got stuck to the string of my backpack and pulled me backwards,1.0
635,i was crossing the exit to the parking structure and got clipped by a driver,1.0
636,i was crossing the street at dwight and benvenue and came out from behind a parked car and was hit by a passing cyclist,0.0
637,i was crossing shattuck ave in the pedesttrian crossing lane when i was knocked down by a cyclist i was not hurt but ever since i have been wary of cyclists and worry about how fast they ride on the central campus weaving around pedestrians,0.0
638,i was biking to campus on college heading north i got to the intersection and began biking uphill past tdx the frat and a young man opened his vehicle door into me,2.0
639,i was biking down the hill and hit a part of the sidewalk that was raised it was covered with grass and leaves so i did not realize that i was going to fall,1.0
640,on roadway on campus where there is no sidewalk and a student on her phone abruptly stopped in the middle of the road i primarily commute to school by bike and it is frustrating that students are often on the road and often on their phones,0.0
641,intersection hearst and oxford i was turning left from turn lane i had right of way oncoming car did not see me i was returning home from school,3.0
642,i was come down bancroft way to enter the tennis court parking structure as i slowed down to turn right into the parking structure drive way the biker outside my line of sight was descending behind me down the grade to the right of my car i did not s,1.0
643,crossing street while going out to lunch on telegraph was slightly jostled and tripped and fell hitting hands on pavement and getting glass in palms,1.0
644,student going too fast down campanile way clipped me from behind as i was coming back from lunch and then lost control and fell scraping themselves some,1.0
645,bicyclist approaching from behind without warning on a sidewalk hit my hand with my morning coffee,1.0
646,two college age bicyclists winding in and out of foot traffic on the sidewalk on telegraph they bumped me and another person from behind,1.0
647,elbow clipped by bicyclist who approached from behind while walking on the grinnell pathway,1.0
648,i was riding north on college ave towards bancroft after stopping at the stop sign and the cars on bancroft were stopped as well i began to ride across bancroft and was hit by a cyclist who was riding very fast and did not stop at the stop sign i did,3.0
649,i was crossing the street in crosswalk from vehicle is right vehicle was turning right at stop sign but never stopped until i banged on hood she was looking left to see car traffic did not look for pedestrian traffic from right did not stop at sidewal,3.0
650,i was crossing telegraph avenue mid block since it is a one way street i was looking in the direction of the oncoming traffic to make sure there was no traffic coming i did not see the bicycle approaching from the wrong direction and it hit me as i,0.0
651,walking to my parking lot and bike sped around a corner behind me striking my arm knocking my phone out of my hand the pathway was not very wide and he was headed downhill too fast,4.0
652,i was heading south on piedmont on the side of the road coming down the hill i was a little fast however the primary issue was that there was an amount of fine gravel and dust in the roadway which made me lose traction and slide onto the sidewalk at,2.0
653,the front brakes stuck and i went over the handlebars this took place in road i think i would have been safer had there been a bike lane but primarily the bike was to blame so i stopped using that bike soon afterwards,2.0
654,caught my pedal on the roadway making a hard left turn from shattuck onto berkeley way on the way to work flipped and came down hard no one is fault but my own,2.0
655,i was traveling south on college toward haste on my bike and a cyclist passed me with great speed to my right side it caused me to tip to the left where a car was very close to the bike lane scraped against my bike,2.0
656,was carrying a paper in my hand while biking when it started to blow away i hit the brakes too hard and went down,2.0
657,i had pulled into the intersection too far and was backing up my car slowly to stop blocking the crossways i was going very slowly when a girl suddenly emerged from behind the parked cars not going in the intersection it just a hey im here situatio,3.0
658,i was riding down the street and my bike chain slipped off my chain ring in the back it had loosened up over time and i did not tighten up my hub so it slipped off locking up and making me fall i wiped out a car behind me stopped a pedestrian i was,2.0
659,i was biking down south drive and went to turn right on university drive when a pedestrian who had just posed for a picture stepped off the sidewalk without looking right into my bike thankfully i braked and did not run her over she was not paying attent,2.0
660,a uc van was parked across the road at university drive and south hall road i attempted to bike around it but there was not enough room and my handlebars hit the side of the van no damage,2.0
661,i fell down the stairs that are on the north side of the stadium because the railing was not usable i did not report it to the police b c i was not injured but i did report it to someone on campus and they fixed the stairs,0.0
662,the pavement on the roadway on south drive near the chemistry and chemical engineering library has a deep grove in it right where the road meets the sidewalk since there is vehicle and pedestrian traffic on that road all the time it is difficult to bike,2.0
663,i was emerging from the driveway loading dock area behind barker hall at the corner of hearst oxford st on my bicycle when a bicyclist who was heading west downhill on hearst on the wrong left hand of the road at a high rate of speed slammed on hi,1.0
664,i was cycling south on walnut st on the right hand side of the road as i passed by the peete is coffee just beyond the intersection of walnut and vine st the driver of a parked car who by her own admission paid no attention to whether there were an,2.0
665,i had been walking to class when the cyclist rode into me from behind,1.0
666,i got hit by a car,3.0
667,starting to cross campus near moffit library student was racing across campus and swerving among pedestrians,4.0
668,walking between giannini and calif hall a bike zoomed behind me and bumped me but did not fall himself too fast no bike lane and students in a hurry minor accidents happen here often,4.0
669,riding slowly near moffit bike came from near calif hall pedestrian group expanded and we both swerved to miss them that area near coffee shop is dangerous bikes often go too fast but pedestrians also do not pay attention,4.0
670,pedestrian cycling path was busy with pedestrians i was coming down the hill on a bike and the other cyclist was walking their bike up i went on the right side of the path and the other cyclist moved the left maneuvering into my path and we collided,4.0
671,hit the right side of a car when it was making a right turn into a parking structure without signaling,2.0
672,i began turning right to enter the covered lot east of hearst gym and suddenly the cyclist hit the right side of my car and landed on the street in front of me an ambulance soon arrived and i assume he was taken to the er the police asked whether i,2.0
673,was going to class at 930 am i stopped at the intersection of a 4 ways stop sign she was crossing the road illegally between cars which parked along the street couldnt see her cars blocked her she is about 5 1 she was eating popcorn and i hid her o,3.0
674,i was walking on the way when the cyclist approached me from the behind,2.0
675,i was walking on the traffic way and the cyclist approached from the back of me i was trying to avoid him but his speed was high so we collided and i fell,3.0
676,i was riding around the corner turning left it was wet and had just rained and i turned just as i was riding over the wet metal plates so my wheels slipped out from under me and i fell,2.0
677,i was riding down the bridge on a rainy day several pedestrians were walking in the opposite direction blocking the bridge i could not brake in time because the rain impeded the functionality of my brakes and so i slowly ran into the pedestrian who was,4.0
678,i was biking along the uneven pavement brick surface and my wheel caught causing the wheels to torque and i fell on my bike,1.0
679,i was biking between two buses one of them moved while i was biking through and i got scared and my bike fell the bus had run over the rear rack of my bike as a result,2.0
680,i was riding in the opposite direction as another cyclist who i knew and when we saw each other as we said hi he ran into another cyclist,4.0
681,was going home fell off bike on the way down the hill next to pimentel because of poor lighting and uneven roadway had to go to hospital for fractured arm and concussion,2.0
682,grazed pedestrian on the bridge she did not yield when i said i was on her left and did not fully understand me,1.0
683,bicyclist was riding down a multi use path at high speed in the early darkness rain caused the path to be slick the cyclist upon noticing me slammed on his brake but still skidded into me knocking me about a foot away resulted in a minor bruise,4.0
684,when turning the corner just southwest of the campanile my tire caught in one of the cracks in the pavement on the road and i hit the ground hard the skin of three knuckles were completely ripped off i broke one finger and of course got road rash,2.0
685,the car had stopped at the stop sign at the intersection as i started walking across the designated crossing area i noticed the driver had his head turned away from me looking at female walking on the sidewalk he then started driving forward while st,3.0
686,i was walking on the pathway when a cyclist ran into me he admitted that he was the guilty party and apologized,4.0
687,was walking in between doe and moffit libraries and biker cut in front of me to avoid hitting someone else,4.0
688,biker was on sidewalk and almost ran straight into me as the tried to pass someone walking the other way they started to break and i grabbed their handlebars to prevent the bike from hitting me,1.0
689,cyclist blew through a stop sign while i was in the cross walk,3.0
690,i fell while riding in a group of cyclists after swerving to avoid a pothole i scraped my leg up,2.0
691,driver decided to make a last minute right hand turn and did not check to see if there was someone me in the bike line before making an abrupt right turn in front of me there was not enough room time to stop and so i collided into the vehicle,3.0
692,i was doored driver opened door quickly as i was passing by did not have time to apply brakes,2.0
693,vehicle turned right as i was crossing the road at the intersection causing me to hit the passenger door of the vehicle i chased him down to the next light to get the license number and report it he slammed on the brakes causing me to impact the back of,3.0
694,in crosswalk walking across oxford from addison cars constantly run this cross walk and it is very dangerous,0.0
